,Username,Display_Name,Gender,notebook_url,code_location,labels,top_labels
445,nisasoylu,Nisa Soylu,female,https://www.kaggle.com/code/nisasoylu/random-forest-implementation-on-cancer-dataset,D:\learning\thesis\female\nisasoylu\random-forest-implementation-on-cancer-dataset.ipynb,['Breast Cancer Wisconsin (Diagnostic) Data Set'],{'Breast Cancer Wisconsin (Diagnostic) Data Set'}
446,lavagod,Ivan Sedov,male,https://www.kaggle.com/code/lavagod/spaceship-titanic-pipeline-code-0-78185,D:\learning\thesis\male\lavagod\spaceship-titanic-pipeline-code-0-78185.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
447,jhony1,Jhonny Escalona,male,https://www.kaggle.com/code/jhony1/basic-exploratory-data-analysis,D:\learning\thesis\male\jhony1\basic-exploratory-data-analysis.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
448,ruchi798,Ruchi Bhatia,female,https://www.kaggle.com/code/ruchi798/spaceship-titanic-eda-pytorch-baseline-w-b,D:\learning\thesis\female\ruchi798\spaceship-titanic-eda-pytorch-baseline-w-b.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
449,muellerzr,Zach Mueller,male,https://www.kaggle.com/code/muellerzr/fastai-efficientnet-b3-with-ranger-83-5,D:\learning\thesis\male\muellerzr\fastai-efficientnet-b3-with-ranger-83-5.ipynb,['Cassava Leaf Disease Classification'],{'Cassava Leaf Disease Classification'}
450,ash316,Ashwini Swain,female,https://www.kaggle.com/code/ash316/eda-to-prediction-dietanic,D:\learning\thesis\female\ash316\eda-to-prediction-dietanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
451,harshdubey78,Harsh Dubey78,male,https://www.kaggle.com/code/harshdubey78/titanic-eda-modelling-beginner,D:\learning\thesis\male\harshdubey78\titanic-eda-modelling-beginner.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
452,abirpattnaik,Abir Pattnaik,female,https://www.kaggle.com/code/abirpattnaik/house-pricing-eda-modelling,D:\learning\thesis\female\abirpattnaik\house-pricing-eda-modelling.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
453,nikhilroxtomar,Nikhil Tomar,male,https://www.kaggle.com/code/nikhilroxtomar/bilstm-with-kfold-and-data-cleaning-lb-0-684,D:\learning\thesis\male\nikhilroxtomar\bilstm-with-kfold-and-data-cleaning-lb-0-684.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
454,iet461,Hiro,male,https://www.kaggle.com/code/iet461/baseline,D:\learning\thesis\male\iet461\baseline.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
455,akdagmelih,Melih Akdag,male,https://www.kaggle.com/code/akdagmelih/titanic-competition-machine-learning,D:\learning\thesis\male\akdagmelih\titanic-competition-machine-learning.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
456,hilalmleykeyuksel,Hilal Müleyke YUKSEL,female,https://www.kaggle.com/code/hilalmleykeyuksel/titanic-eda,D:\learning\thesis\female\hilalmleykeyuksel\titanic-eda.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
457,ahmedameenhassan,Ahmed Ameen hassan,male,https://www.kaggle.com/code/ahmedameenhassan/titanic,D:\learning\thesis\male\ahmedameenhassan\titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
458,shindeshubham85,Shubham Shinde,male,https://www.kaggle.com/code/shindeshubham85/digit-recognizer-basic-mlp,D:\learning\thesis\male\shindeshubham85\digit-recognizer-basic-mlp.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
459,marychin,Mary Chin,female,https://www.kaggle.com/code/marychin/min-sum-hessian-a-lightgbm-demo,D:\learning\thesis\female\marychin\min-sum-hessian-a-lightgbm-demo.ipynb,['Iris Species'],{'Iris Species'}
460,engnoura2,Nora,female,https://www.kaggle.com/code/engnoura2/data-leakage,D:\learning\thesis\female\engnoura2\data-leakage.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
461,jocelyndumlao,Jocelyn Dumlao,female,https://www.kaggle.com/code/jocelyndumlao/exercise-categorical-variables,D:\learning\thesis\female\jocelyndumlao\exercise-categorical-variables.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
462,saraswatitiwari,Saraswati Tiwari,female,https://www.kaggle.com/code/saraswatitiwari/tps-september-2022,D:\learning\thesis\female\saraswatitiwari\tps-september-2022.ipynb,"['Melbourne Housing Market', 'House Rent Prediction Dataset', 'House Prices - Advanced Regression Techniques']",{'House Prices - Advanced Regression Techniques'}
463,jiteshmd,Jitesh MD,male,https://www.kaggle.com/code/jiteshmd/exercise-arithmetic-and-variables,D:\learning\thesis\male\jiteshmd\exercise-arithmetic-and-variables.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
464,lavanyashukla01,Lavanya Shukla,female,https://www.kaggle.com/code/lavanyashukla01/battle-of-the-boosting-algos-lgb-xgb-catboost,D:\learning\thesis\female\lavanyashukla01\battle-of-the-boosting-algos-lgb-xgb-catboost.ipynb,['Fashion MNIST'],{'Fashion MNIST'}
465,engnoura2,Nora,female,https://www.kaggle.com/code/engnoura2/knn-for-classification-on-diabetes,D:\learning\thesis\female\engnoura2\knn-for-classification-on-diabetes.ipynb,['Pima Indians Diabetes Database'],{'Pima Indians Diabetes Database'}
466,bhaveshvss,Sree Sai Bhavesh Veerabomma,female,https://www.kaggle.com/code/bhaveshvss/housepriceprediction,D:\learning\thesis\female\bhaveshvss\housepriceprediction.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
467,rooshroosh,Ruslan Talipov,male,https://www.kaggle.com/code/rooshroosh/mlp-mnist-dataset-digit-recognizer,D:\learning\thesis\male\rooshroosh\mlp-mnist-dataset-digit-recognizer.ipynb,"['CIFAR10 Preprocessed', 'Digit Recognizer']",{'Digit Recognizer'}
468,duyguatasever,Duygu,female,https://www.kaggle.com/code/duyguatasever/titanic-solutions,D:\learning\thesis\female\duyguatasever\titanic-solutions.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
469,sid321axn,Manu Siddhartha,male,https://www.kaggle.com/code/sid321axn/titanic-survival-eda-feature-engineering,D:\learning\thesis\male\sid321axn\titanic-survival-eda-feature-engineering.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
470,maddalasravani,Sravani Maddala,female,https://www.kaggle.com/code/maddalasravani/ann-on-housing-dataset,D:\learning\thesis\female\maddalasravani\ann-on-housing-dataset.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
471,olgabelitskaya,Olga Belitskaya,female,https://www.kaggle.com/code/olgabelitskaya/digit-recognition-models-3,D:\learning\thesis\female\olgabelitskaya\digit-recognition-models-3.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
472,sonalisingh1411,🚀𝐒𝐨𝐧𝐚𝐥𝐢 𝐒𝐢𝐧𝐠𝐡,female,https://www.kaggle.com/code/sonalisingh1411/predicting-prices-eda-on-train-test-datasets,D:\learning\thesis\female\sonalisingh1411\predicting-prices-eda-on-train-test-datasets.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
473,charliezimmerman,Charlie Zimmerman,male,https://www.kaggle.com/code/charliezimmerman/clrp-train-robertabase-maskedlm-model,D:\learning\thesis\male\charliezimmerman\clrp-train-robertabase-maskedlm-model.ipynb,"['roberta-base', 'CommonLit Readability Prize']",{'CommonLit Readability Prize'}
474,lucamassaron,Luca Massaron,male,https://www.kaggle.com/code/lucamassaron/kerastuner-for-tps-11,D:\learning\thesis\male\lucamassaron\kerastuner-for-tps-11.ipynb,['Tabular Playground Series - Nov 2021'],{'Tabular Playground Series - Nov 2021'}
475,marychin,Mary Chin,female,https://www.kaggle.com/code/marychin/resp-resp-1234-positive-in-concert-or-not,D:\learning\thesis\female\marychin\resp-resp-1234-positive-in-concert-or-not.ipynb,['Jane Street Market Prediction'],{'Jane Street Market Prediction'}
476,rinichristy,Rini Christy,female,https://www.kaggle.com/code/rinichristy/titanic-survival-prediction,D:\learning\thesis\female\rinichristy\titanic-survival-prediction.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
477,khotijahs1,Siti Khotijah,female,https://www.kaggle.com/code/khotijahs1/image-preprocessing-for-cassava-leaf-disease,D:\learning\thesis\female\khotijahs1\image-preprocessing-for-cassava-leaf-disease.ipynb,['Cassava Leaf Disease Classification'],{'Cassava Leaf Disease Classification'}
478,engnoura2,Nora,female,https://www.kaggle.com/code/engnoura2/xgboost,D:\learning\thesis\female\engnoura2\xgboost.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
479,hocop1,Ruslan Baynazarov,male,https://www.kaggle.com/code/hocop1/transfer-learning-sample,D:\learning\thesis\male\hocop1\transfer-learning-sample.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
480,ayoubhafidialaoui,Ayoub Hafidi Alaoui,male,https://www.kaggle.com/code/ayoubhafidialaoui/titanic-eda,D:\learning\thesis\male\ayoubhafidialaoui\titanic-eda.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
481,satian,Ankit Sati,male,https://www.kaggle.com/code/satian/a-look-at-different-embeddings-with-attention,D:\learning\thesis\male\satian\a-look-at-different-embeddings-with-attention.ipynb,['Quora Insincere Questions Classification'],{'Quora Insincere Questions Classification'}
482,ecemboluk,Ecem Bölük,female,https://www.kaggle.com/code/ecemboluk/what-is-autoencoder-network,D:\learning\thesis\female\ecemboluk\what-is-autoencoder-network.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
483,khotijahs1,Siti Khotijah,female,https://www.kaggle.com/code/khotijahs1/digit-recognizer-support-vector-machine,D:\learning\thesis\female\khotijahs1\digit-recognizer-support-vector-machine.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
484,alexryzhkov,Alexander Ryzhkov,male,https://www.kaggle.com/code/alexryzhkov/lightautoml-titanic-love,D:\learning\thesis\male\alexryzhkov\lightautoml-titanic-love.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
485,tunguz,Bojan Tunguz,male,https://www.kaggle.com/code/tunguz/image-resizing-96x96-train,D:\learning\thesis\male\tunguz\image-resizing-96x96-train.ipynb,['SIIM-ISIC Melanoma Classification'],{'SIIM-ISIC Melanoma Classification'}
486,sahargarmsiri,Sahar Garmsiri,female,https://www.kaggle.com/code/sahargarmsiri/titanic-knn,D:\learning\thesis\female\sahargarmsiri\titanic-knn.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
487,gitanjali1425,Gitanjali Wadhwa,female,https://www.kaggle.com/code/gitanjali1425/digit-neural-network,D:\learning\thesis\female\gitanjali1425\digit-neural-network.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
488,yaldajafari,yalda jafari,female,https://www.kaggle.com/code/yaldajafari/titanic-machine-learning-logistic-regression,D:\learning\thesis\female\yaldajafari\titanic-machine-learning-logistic-regression.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
489,jocelyndumlao,Jocelyn Dumlao,female,https://www.kaggle.com/code/jocelyndumlao/exercise-missing-values,D:\learning\thesis\female\jocelyndumlao\exercise-missing-values.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
490,himahima,Ibrahim Heshmat,male,https://www.kaggle.com/code/himahima/eda-for-iris-flower,D:\learning\thesis\male\himahima\eda-for-iris-flower.ipynb,['Iris Species'],{'Iris Species'}
491,komalkurhe,Komal kurhe,female,https://www.kaggle.com/code/komalkurhe/titanic-spaceship-competition,D:\learning\thesis\female\komalkurhe\titanic-spaceship-competition.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
492,karthikbhandary2,KARTHIK BHANDARY,male,https://www.kaggle.com/code/karthikbhandary2/titanic-predictions-with-different-models,D:\learning\thesis\male\karthikbhandary2\titanic-predictions-with-different-models.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
493,nancydrew,Mansi,female,https://www.kaggle.com/code/nancydrew/breast-cancer-prediction-using-machine-learning,D:\learning\thesis\female\nancydrew\breast-cancer-prediction-using-machine-learning.ipynb,['Breast Cancer Wisconsin (Diagnostic) Data Set'],{'Breast Cancer Wisconsin (Diagnostic) Data Set'}
494,seymagoksel,Seyma Goksel,female,https://www.kaggle.com/code/seymagoksel/random-forest-from-scratch,D:\learning\thesis\female\seymagoksel\random-forest-from-scratch.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
495,shikha130vv,Shikha Agrawal,female,https://www.kaggle.com/code/shikha130vv/tfrecord-image-preprocessing,D:\learning\thesis\female\shikha130vv\tfrecord-image-preprocessing.ipynb,"['CroppedSkinCancerImagesTrain', 'SIIM-ISIC Melanoma Classification', 'Data Pipeline']",{'SIIM-ISIC Melanoma Classification'}
496,davidmezzetti,David Mezzetti,male,https://www.kaggle.com/code/davidmezzetti/cord-19-transmission-incubation-environment,D:\learning\thesis\male\davidmezzetti\cord-19-transmission-incubation-environment.ipynb,"['COVID-19 Open Research Dataset Challenge (CORD-19)', 'CORD-19 Analysis with Sentence Embeddings']",{'COVID-19 Open Research Dataset Challenge (CORD-19)'}
497,khkuggle,Khadija BN,female,https://www.kaggle.com/code/khkuggle/prediction-for-house-prices-stacking-technique,D:\learning\thesis\female\khkuggle\prediction-for-house-prices-stacking-technique.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
498,kaushalkrishna2000,Kaushal Krishna,male,https://www.kaggle.com/code/kaushalkrishna2000/tensorflow-mobile-price-prediction-multiclass,D:\learning\thesis\male\kaushalkrishna2000\tensorflow-mobile-price-prediction-multiclass.ipynb,['Mobile Price Classification'],{'Mobile Price Classification'}
499,rtatman,Rachael Tatman,female,https://www.kaggle.com/code/rtatman/forum-post-embeddings-clustering,D:\learning\thesis\female\rtatman\forum-post-embeddings-clustering.ipynb,"['Meta Kaggle', 'Fine tuning word2vec 2.0']",{'Meta Kaggle'}
500,ahmetekiz,Ahmet Ekiz,male,https://www.kaggle.com/code/ahmetekiz/titanic-eda,D:\learning\thesis\male\ahmetekiz\titanic-eda.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
501,nguncedasci,Nehir Gunce Dasci,female,https://www.kaggle.com/code/nguncedasci/knn-steps,D:\learning\thesis\female\nguncedasci\knn-steps.ipynb,"['Mobile Price Classification', 'Melbourne Housing Snapshot']",{'Mobile Price Classification'}
502,lbronchal,Luis Bronchal,male,https://www.kaggle.com/code/lbronchal/who-are-the-most-connected-kagglers,D:\learning\thesis\male\lbronchal\who-are-the-most-connected-kagglers.ipynb,['Meta Kaggle'],{'Meta Kaggle'}
503,michaelbryantds,Michael Bryant,male,https://www.kaggle.com/code/michaelbryantds/titanic-survivor-classification-top-8-accuracy,D:\learning\thesis\male\michaelbryantds\titanic-survivor-classification-top-8-accuracy.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
504,medyasun,Mehmet Sungur,male,https://www.kaggle.com/code/medyasun/almira-proje,D:\learning\thesis\male\medyasun\almira-proje.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
505,pakkanmeric,Meric Pakkan,male,https://www.kaggle.com/code/pakkanmeric/house-prices-elasticnet,D:\learning\thesis\male\pakkanmeric\house-prices-elasticnet.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
506,lonnieqin,Lonnie,male,https://www.kaggle.com/code/lonnieqin/fashion-mnist-classification-with-3dcnn,D:\learning\thesis\male\lonnieqin\fashion-mnist-classification-with-3dcnn.ipynb,['Fashion MNIST'],{'Fashion MNIST'}
507,beyzanks,Beyza Nur Nakkaş,female,https://www.kaggle.com/code/beyzanks/principal-component-analysis-pca-rf-knn,D:\learning\thesis\female\beyzanks\principal-component-analysis-pca-rf-knn.ipynb,['Breast Cancer Wisconsin (Diagnostic) Data Set'],{'Breast Cancer Wisconsin (Diagnostic) Data Set'}
508,littleraj30,Rishi,male,https://www.kaggle.com/code/littleraj30/how-to-train-your-bert-model-huggingface,D:\learning\thesis\male\littleraj30\how-to-train-your-bert-model-huggingface.ipynb,['Natural Language Processing with Disaster Tweets'],{'Natural Language Processing with Disaster Tweets'}
509,ahmetcelik158,Ahmet Çelik,male,https://www.kaggle.com/code/ahmetcelik158/digit-recognition-with-a-simple-pytorch-model,D:\learning\thesis\male\ahmetcelik158\digit-recognition-with-a-simple-pytorch-model.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
510,ayushikaushik,Ayushi Kaushik,female,https://www.kaggle.com/code/ayushikaushik/xgboost-over-sampling-deployment-in-heroku,D:\learning\thesis\female\ayushikaushik\xgboost-over-sampling-deployment-in-heroku.ipynb,['Stroke Prediction Dataset'],{'Stroke Prediction Dataset'}
511,gamzebayir,Gamze BAYIR,female,https://www.kaggle.com/code/gamzebayir/fraud-detection-different-scenarios-final-model,D:\learning\thesis\female\gamzebayir\fraud-detection-different-scenarios-final-model.ipynb,['IEEE-CIS Fraud Detection'],{'IEEE-CIS Fraud Detection'}
512,niralipatel20,Nirali Patel,female,https://www.kaggle.com/code/niralipatel20/decision-tree-on-titanic,D:\learning\thesis\female\niralipatel20\decision-tree-on-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
513,kushal1506,kushal Agrawal,male,https://www.kaggle.com/code/kushal1506/moa-pytorch-0-01859-rankgauss-pca-nn,D:\learning\thesis\male\kushal1506\moa-pytorch-0-01859-rankgauss-pca-nn.ipynb,"['iterative-stratification', 'Mechanisms of Action (MoA) Prediction']",{'Mechanisms of Action (MoA) Prediction'}
514,atsushiiwasaki,Atsushi Iwasaki,male,https://www.kaggle.com/code/atsushiiwasaki/clrp-roberta-large-att-mask-act-infer,D:\learning\thesis\male\atsushiiwasaki\clrp-roberta-large-att-mask-act-infer.ipynb,"['Huggingface Roberta Variants', 'CommonLit Readability Prize']",{'CommonLit Readability Prize'}
515,samir95,Ahmed Samir,male,https://www.kaggle.com/code/samir95/features-nan-clusters-and-pca,D:\learning\thesis\male\samir95\features-nan-clusters-and-pca.ipynb,"['Python Datatable', 'Jane Street Market Prediction']",{'Jane Street Market Prediction'}
516,tanvikurade,Tanvi Kurade,female,https://www.kaggle.com/code/tanvikurade/complete-analysis-of-titanic,D:\learning\thesis\female\tanvikurade\complete-analysis-of-titanic.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
517,engnoura2,Nora,female,https://www.kaggle.com/code/engnoura2/phone-price-classification,D:\learning\thesis\female\engnoura2\phone-price-classification.ipynb,['Mobile Price Classification'],{'Mobile Price Classification'}
518,tchaye59,Jude TCHAYE,male,https://www.kaggle.com/code/tchaye59/download-tensorflow-text-tf-models-official,D:\learning\thesis\male\tchaye59\download-tensorflow-text-tf-models-official.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
519,blackhurt,Rahul jha,male,https://www.kaggle.com/code/blackhurt/titanic-analysis-ii,D:\learning\thesis\male\blackhurt\titanic-analysis-ii.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
520,niteshyadav3103,Nitesh Yadav,male,https://www.kaggle.com/code/niteshyadav3103/titanic-eda-prediction-top-8,D:\learning\thesis\male\niteshyadav3103\titanic-eda-prediction-top-8.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
521,jnegrini,Juliana Negrini de Araujo,female,https://www.kaggle.com/code/jnegrini/bayesian-optimization-for-hyperparameter-selection,D:\learning\thesis\female\jnegrini\bayesian-optimization-for-hyperparameter-selection.ipynb,['Jane Street Market Prediction'],{'Jane Street Market Prediction'}
522,blackhurt,Rahul jha,male,https://www.kaggle.com/code/blackhurt/be-in-top-13-with-15-lines-of-code,D:\learning\thesis\male\blackhurt\be-in-top-13-with-15-lines-of-code.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
523,saharpourahmad,Sahar Pourahmad,female,https://www.kaggle.com/code/saharpourahmad/house-prices-advanced-regression-techniques,D:\learning\thesis\female\saharpourahmad\house-prices-advanced-regression-techniques.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
524,sangonana,MA,female,https://www.kaggle.com/code/sangonana/moa-light-gbm,D:\learning\thesis\female\sangonana\moa-light-gbm.ipynb,['Mechanisms of Action (MoA) Prediction'],{'Mechanisms of Action (MoA) Prediction'}
525,shreyasajal,Shreya Sajal,female,https://www.kaggle.com/code/shreyasajal/pytorch-openai-gpt2-commonlit-readability,D:\learning\thesis\female\shreyasajal\pytorch-openai-gpt2-commonlit-readability.ipynb,['CommonLit Readability Prize'],{'CommonLit Readability Prize'}
526,mpanfil,Monika Panfil,female,https://www.kaggle.com/code/mpanfil/credit-card-fraud-detection-first-steps,D:\learning\thesis\female\mpanfil\credit-card-fraud-detection-first-steps.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
527,harinuu,HARINI M,female,https://www.kaggle.com/code/harinuu/spaceship-titanic-using-logistic-regression,D:\learning\thesis\female\harinuu\spaceship-titanic-using-logistic-regression.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
528,swetachaubey,Sweta kumari,female,https://www.kaggle.com/code/swetachaubey/titanic-solution-random-forest,D:\learning\thesis\female\swetachaubey\titanic-solution-random-forest.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
529,eslamfouad,Eslam Fouad,male,https://www.kaggle.com/code/eslamfouad/iris-species-feature-scaling,D:\learning\thesis\male\eslamfouad\iris-species-feature-scaling.ipynb,['Iris Species'],{'Iris Species'}
530,alizahidraja,Ali Zahid Raja,male,https://www.kaggle.com/code/alizahidraja/covid-19-search-engine-for-all-queries-use,D:\learning\thesis\male\alizahidraja\covid-19-search-engine-for-all-queries-use.ipynb,"['COVID-19 AllResearchPapers LemmatizedInformation', 'COVID-19 Open Research Dataset Challenge (CORD-19)']",{'COVID-19 Open Research Dataset Challenge (CORD-19)'}
531,joshuajhchoi,Joshua Choi,male,https://www.kaggle.com/code/joshuajhchoi/101-pandas-tips-for-beginners-titanic-en-kr,D:\learning\thesis\male\joshuajhchoi\101-pandas-tips-for-beginners-titanic-en-kr.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
532,aditimulye,Aditi Mulye,female,https://www.kaggle.com/code/aditimulye/prediction-of-diabetes-beginner,D:\learning\thesis\female\aditimulye\prediction-of-diabetes-beginner.ipynb,['Pima Indians Diabetes Database'],{'Pima Indians Diabetes Database'}
533,ruchibhadauria,Ruchi Bhadauria,female,https://www.kaggle.com/code/ruchibhadauria/creditcardfraud,D:\learning\thesis\female\ruchibhadauria\creditcardfraud.ipynb,['Credit Card Fraud Detection'],{'Credit Card Fraud Detection'}
534,ulhaqi12,Ikram Ul Haq,female,https://www.kaggle.com/code/ulhaqi12/digit-classification-using-cnn-in-tensorflow,D:\learning\thesis\female\ulhaqi12\digit-classification-using-cnn-in-tensorflow.ipynb,['Digit Recognizer'],{'Digit Recognizer'}
535,sid321axn,Manu Siddhartha,male,https://www.kaggle.com/code/sid321axn/prediction-of-disaster-tweets-using-lstm,D:\learning\thesis\male\sid321axn\prediction-of-disaster-tweets-using-lstm.ipynb,"['glove.6B.50d.txt', 'Natural Language Processing with Disaster Tweets']",{'Natural Language Processing with Disaster Tweets'}
536,rsizem2,Robert Sizemore,male,https://www.kaggle.com/code/rsizem2/house-prices-simple-submission,D:\learning\thesis\male\rsizem2\house-prices-simple-submission.ipynb,"['House Prices - Processed Data', 'House Prices - Advanced Regression Techniques']",{'House Prices - Advanced Regression Techniques'}
537,validmodel,Rashmi Margani,female,https://www.kaggle.com/code/validmodel/comprehensive-exploratory-data-analysis,D:\learning\thesis\female\validmodel\comprehensive-exploratory-data-analysis.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
538,mariapushkareva,Marie,female,https://www.kaggle.com/code/mariapushkareva/melanoma-classification-tensorflow-efficientnetb7,D:\learning\thesis\female\mariapushkareva\melanoma-classification-tensorflow-efficientnetb7.ipynb,['SIIM-ISIC Melanoma Classification'],{'SIIM-ISIC Melanoma Classification'}
539,hoangnguyen719,Hoang Nguyen,male,https://www.kaggle.com/code/hoangnguyen719/gbr-hyper-param-tuning,D:\learning\thesis\male\hoangnguyen719\gbr-hyper-param-tuning.ipynb,"['House Prices - Preprocessed &amp; Feature Selected', 'House Prices - Advanced Regression Techniques']",{'House Prices - Advanced Regression Techniques'}
540,daliasarhan,Dalia sarhan,female,https://www.kaggle.com/code/daliasarhan/titanic-ml-model,D:\learning\thesis\female\daliasarhan\titanic-ml-model.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
541,gauravmehta13,Gaurav Yadav,male,https://www.kaggle.com/code/gauravmehta13/how-to-approach-any-ml-problem,D:\learning\thesis\male\gauravmehta13\how-to-approach-any-ml-problem.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
542,mrbisht,Shubham Bisht,male,https://www.kaggle.com/code/mrbisht/discretization-continuous-variables,D:\learning\thesis\male\mrbisht\discretization-continuous-variables.ipynb,['Spaceship Titanic'],{'Spaceship Titanic'}
543,godzill22,Mariusz Bronowicki,male,https://www.kaggle.com/code/godzill22/house-price-prediction-improved-model-top-8,D:\learning\thesis\male\godzill22\house-price-prediction-improved-model-top-8.ipynb,['Housing Prices Competition for Kaggle Learn Users'],{'Housing Prices Competition for Kaggle Learn Users'}
544,khaledatef1,Khaled Atef,male,https://www.kaggle.com/code/khaledatef1/survival-classification-clearly-explained,D:\learning\thesis\male\khaledatef1\survival-classification-clearly-explained.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
545,bhavesh0124,Bhavesh Bisht,male,https://www.kaggle.com/code/bhavesh0124/simple-xgboost-0-78-score-beginner,D:\learning\thesis\male\bhavesh0124\simple-xgboost-0-78-score-beginner.ipynb,['Titanic - Machine Learning from Disaster'],{'Titanic - Machine Learning from Disaster'}
546,sandeepmnair,Sandy,female,https://www.kaggle.com/code/sandeepmnair/houseprice-pipelines-grboost-catboost,D:\learning\thesis\female\sandeepmnair\houseprice-pipelines-grboost-catboost.ipynb,['House Prices - Advanced Regression Techniques'],{'House Prices - Advanced Regression Techniques'}
547,pavelvpster,Pavel Prokhorov,male,https://www.kaggle.com/code/pavelvpster/moa-lgb-optuna,D:\learning\thesis\male\pavelvpster\moa-lgb-optuna.ipynb,['Mechanisms of Action (MoA) Prediction'],{'Mechanisms of Action (MoA) Prediction'}
548,bennyfung,Benny Fung,male,https://www.kaggle.com/code/bennyfung/icr-0-28-lgbm,D:\learning\thesis\male\bennyfung\icr-0-28-lgbm.ipynb,['ICR - Identifying Age-Related Conditions'],{'ICR - Identifying Age-Related Conditions'}
